"","patient","polar_ 1","polar_ 2","polar_ 3","polar_ 4","polar_ 5","polar_ 6","polar_ 7","polar_ 8","polar_ 9","polar_ 10","polar_ 11","polar_ 12","polar_ 13","polar_ 14","polar_ 15","polar_ 16","polar_ 17","polar_ 18","polar_ 19","polar_ 20","polar_ 21","polar_ 22","polar_ 23","polar_ 24","polar_ 25","polar_ 26","polar_ 27","polar_ 28","polar_ 29","polar_ 30","polar_ 31","polar_ 32","polar_ 33","polar_ 34","polar_ 35","polar_ 36","polar_ 37","polar_ 38","polar_ 39","polar_ 40","polar_ 41","polar_ 42","polar_ 43","polar_ 44","polar_ 45","polar_ 46","polar_ 47","polar_ 48","polar_ 49","polar_ 50","polar_ 51","polar_ 52","polar_ 53","polar_ 54","polar_ 55","polar_ 56","polar_ 57","polar_ 58","polar_ 59","polar_ 60","polar_ 61","polar_ 62","polar_ 63","polar_ 64","polar_ 65","polar_ 66","polar_ 67","polar_ 68","polar_ 69","polar_ 70","polar_ 71","polar_ 72","polar_ 73","polar_ 74","polar_ 75","polar_ 76","polar_ 77","polar_ 78","polar_ 79","polar_ 80","polar_ 81","polar_ 82"
"200",200,21,25,38,41,62,85,118,109,176,140,217,241,231,351,320,280,545,628,616,560,706,613,698,820,675,872,1065,1145,1695,1029,1639,1359,1510,1752,1294,1405,1807,2819,2197,1771,2977,2309,1997,3022,3929,2191,3476,2985,2706,2611,3363,3487,4805,3488,4028,3974,3597,6208,5689,3734,6271,5858,7315,5823,6871,4634,4860,8853,5146,6520,9703,8459,8514,8510,7670,7096,6791,12128,10574,9120,9409,11898
"201",201,22,27,35,38,46,62,96,114,145,205,210,231,314,293,446,306,546,411,614,688,576,509,1035,689,732,1013,1307,1329,1595,1207,1565,1222,1555,1534,1954,1745,1543,2347,2341,2263,3258,3475,1886,2403,3830,3185,4057,2983,2835,3718,3886,4694,4925,5592,4414,4594,4692,5283,6545,6921,6844,3947,6266,4438,7371,7658,6682,7802,6706,7001,6876,5554,9718,10448,8317,7759,10985,11888,7250,11161,12983,11598
"202",202,22,24,33,42,63,69,98,104,118,186,199,272,337,318,373,355,559,393,606,505,710,848,779,1087,647,1258,1225,1561,1110,1593,1443,1401,1718,1332,2336,2357,2483,2468,1969,2488,3304,2904,3142,3835,2106,3568,3186,2506,3306,3594,4552,3340,3645,5835,5242,6163,3590,5974,6960,5425,3952,7111,7921,7925,5893,8285,4768,4646,6358,5490,7953,7497,8478,10488,8273,7126,10933,11893,6700,11323,6764,6866
"203",203,21,24,38,37,53,77,108,128,112,147,249,213,261,346,279,430,540,550,455,791,844,906,593,783,1017,1155,1164,1283,1202,1664,1422,1556,1870,2109,1297,1854,2341,2744,2290,2068,3062,3548,3122,3559,3430,2259,3684,2614,2727,2520,3512,3119,3017,4241,4928,5279,4334,5409,4765,5702,6482,4663,7759,4456,6184,8234,7793,8153,6708,7925,10005,6812,10050,10646,6015,10499,9484,8358,7708,6434,11651,12100
"204",204,22,25,37,50,63,75,113,95,160,165,148,273,301,301,254,498,372,609,519,630,480,691,716,1003,1079,954,892,963,1321,1221,1604,1687,1215,1957,1286,1417,2240,1596,1802,3094,2359,2266,3391,1986,2941,2491,3529,4533,3092,4841,2944,4180,5520,4959,4887,4645,4404,4792,3690,5365,7257,5106,4310,5173,5652,4959,6651,7296,8478,9083,6633,7205,9417,7091,7982,7720,10764,10613,7407,9091,8049,12211
"205",205,22,27,37,51,45,58,86,135,144,202,156,178,221,262,336,310,429,578,457,539,812,826,840,1145,937,953,1131,1562,1404,1157,1398,1830,1252,1779,2247,1430,1591,1940,2130,2364,3211,1965,3548,3613,2306,3017,3229,3655,3514,4384,2715,4285,4733,4282,3428,6286,6433,4603,5582,5139,7193,6697,6536,7496,7653,4502,4513,4912,9169,7606,8737,5572,9223,8647,7652,8792,7656,6946,11192,9154,10808,7533
"206",206,22,28,36,37,57,69,84,123,147,195,209,173,335,395,412,435,490,653,484,764,474,575,1068,1019,1111,1089,1403,806,1132,936,1508,1156,1371,2118,1724,1381,2340,2183,2328,1675,2047,3281,3429,2852,2846,3362,2416,3945,4335,2937,3861,4966,4622,4933,4470,6218,5703,6050,4438,4496,7264,6372,7560,6810,8431,6759,5838,4960,4967,5346,9815,8300,5387,7294,6091,8453,6537,6826,6313,10428,10195,10399
"207",207,21,25,33,40,69,80,106,144,165,150,155,276,323,252,363,494,399,436,649,436,758,917,815,1028,1167,1083,1190,1082,971,1019,989,1816,1864,1668,2386,2075,1737,2158,2630,2672,3221,2934,3212,2720,3131,3767,4323,3578,2502,3665,3633,4996,4487,4287,5039,4418,5672,6580,4079,6855,7140,3976,5259,4367,8354,4932,7594,7486,6202,6963,5585,9102,6790,8392,7501,9720,11278,9104,11618,8883,9277,8686
"208",208,21,26,32,40,69,83,76,142,152,127,148,268,299,349,465,422,480,564,546,602,870,708,784,960,1225,734,925,1243,1331,1349,1780,1771,1453,1217,1316,2029,1616,2317,2050,1708,2878,3300,3100,3670,3699,4070,4392,4232,2607,4086,4543,3472,3118,3170,4081,3197,3858,5610,5005,4213,6699,4550,7760,4220,4989,6152,7737,7232,4789,5200,8239,5719,5977,7829,9504,8013,8799,7840,9783,11843,12464,11689
"209",209,22,25,35,39,49,62,100,136,141,157,194,247,280,224,448,415,449,616,440,715,833,814,1024,654,993,722,1260,1408,1096,1185,1849,1433,2195,2055,1919,1390,2024,2663,2337,2258,3105,3362,3392,2386,2817,3648,2822,3946,2893,3069,4002,3790,5379,4047,3813,5851,3812,3478,4142,7185,6108,4989,7663,4618,8417,4414,5471,5627,4896,6797,6916,9258,6984,10840,10783,7481,9045,6134,11369,10432,10350,9551
"210",210,21,28,34,42,68,78,115,123,106,180,220,218,261,232,429,411,480,540,672,585,682,895,894,1039,885,1087,785,1048,1567,1217,1633,1547,1315,2084,1581,1571,2442,1967,2173,2189,2920,3499,2350,1984,2595,2674,2689,4126,3247,2973,4674,3073,4109,4111,5374,5820,4351,5249,6266,3620,4839,5343,4333,6327,6733,7651,5012,7175,8942,9071,6522,5735,5875,6424,6920,10429,10836,8852,6832,11701,7173,8297
"211",211,21,26,29,36,54,73,79,137,172,211,233,186,253,288,456,286,402,481,690,596,656,693,957,1154,1001,1144,1466,1452,1228,1461,1307,1208,1388,1615,2335,2604,2330,2713,2406,2497,3276,3313,2596,2379,3893,2679,4379,4108,3137,4778,4819,4118,4772,4086,4712,4615,3796,3494,6160,6169,4269,6639,6657,6418,4923,8055,6304,7211,8042,8371,9855,7798,8492,7865,11094,8940,7693,8490,6283,6622,12626,12263
"212",212,21,25,29,50,49,57,77,94,169,149,240,193,238,266,299,506,478,470,441,749,858,799,549,666,1262,1140,1269,1288,1240,1571,1301,1990,1147,1387,1954,2180,1790,2541,2149,1866,2365,2775,2490,3210,2355,3472,3581,3078,2670,3216,3306,4437,5312,3810,5393,5851,4691,4931,5946,6002,5116,5231,6482,7576,8311,6929,6301,6150,6336,5800,5763,9257,7422,8071,6450,10885,7381,11997,11082,8853,6710,8570
"213",213,21,28,30,40,57,67,77,94,115,153,162,206,330,225,411,421,549,509,675,533,827,505,991,888,695,1127,1282,1015,1234,1266,1797,1355,1287,1686,2274,1778,2633,2402,2850,1791,3230,2120,1942,2432,3056,4032,2233,4488,3790,3086,5050,3103,4674,4840,3648,4859,4789,4605,6518,4346,4853,4812,6484,5640,5038,6214,7306,7947,7815,7069,6025,8128,9835,10453,9544,5965,6928,11055,11387,11223,9215,10724
"214",214,22,24,31,45,69,86,107,124,120,204,260,304,243,269,455,474,470,635,409,778,515,634,680,732,1063,1080,1218,1406,1384,1751,1193,1105,1837,1844,1384,1407,2210,2324,1704,2931,2038,2322,2596,3551,3125,3575,3285,4232,4286,3162,4139,5158,3879,3101,3134,5425,6000,6600,4254,6296,4860,7540,6177,6716,5915,7543,5674,9148,8974,6945,7757,8099,6864,9002,5921,5895,7481,8922,7282,9663,11283,11291
"215",215,21,24,31,47,57,61,113,89,149,148,233,232,341,311,420,531,349,418,441,632,688,965,575,1083,752,1030,896,845,1375,1654,1720,1364,1812,2205,1769,1516,2309,1654,2368,2168,2533,3349,2572,3211,3795,2579,3939,2465,2761,3878,5174,2833,5340,5671,3706,3976,3581,4176,4376,7038,6807,6869,4419,7396,8074,6173,8818,6247,7803,7379,7470,7886,9338,9869,5775,5842,8982,10083,11480,12377,10361,13278
"216",216,21,28,38,38,48,88,72,141,115,141,214,269,325,247,468,501,353,498,519,736,680,866,1069,705,775,775,774,1095,1114,1481,1422,2056,2013,2280,1798,1472,2167,2166,1862,2123,3324,2987,2792,3378,3337,2684,3172,3037,2965,3715,4258,2822,5526,5634,5777,4409,3968,3548,6938,5881,5890,6506,6375,6961,5037,5470,7838,6729,7520,9526,9427,7535,6060,9560,6117,9431,8091,6279,10856,11712,10539,11889
"217",217,21,27,29,46,67,75,76,139,142,149,153,256,191,397,394,281,414,597,495,454,504,954,917,968,1016,1282,807,1148,962,1525,1058,1983,1624,2284,2394,2395,2206,2860,2274,2423,1893,2651,3040,3134,4065,4089,3567,4315,4597,4446,4294,5138,2872,4183,4389,3222,4369,5578,6204,4177,6080,4023,4165,4906,6485,8515,5357,5636,6506,5988,9267,8290,9251,6974,7083,8024,11268,11940,9327,11614,12217,11394
"218",218,22,28,37,46,53,67,71,140,121,214,152,214,338,238,416,491,355,376,559,747,472,604,631,985,1013,1203,1166,1102,1383,932,1010,1835,1291,2063,2132,1717,1447,2767,2121,2640,3178,1995,2817,3024,3796,3930,4369,2409,4137,2889,5147,4251,3707,3976,3921,3457,5312,6746,5489,5952,4991,4519,6496,5571,8075,5265,6746,6245,7677,7259,9793,9587,8351,9616,6167,9899,6255,8056,6521,12389,10153,9254
"219",219,22,26,34,50,62,58,89,147,107,123,201,185,217,380,405,372,340,352,465,568,498,922,1000,885,756,1126,1068,1373,1653,1067,1646,1697,1883,1583,1545,2223,2593,2854,2043,1701,2852,3394,2875,2094,3385,3587,2697,2570,3056,4698,4191,4180,3829,3183,5856,3263,5648,5741,4403,4379,4266,7182,7214,6021,7000,5878,5191,6685,6195,5853,9570,8189,8814,5650,6268,11083,6822,9644,11675,10951,7114,7941
"220",220,21,25,31,52,45,91,82,125,180,150,151,228,352,234,276,350,426,655,686,701,576,608,737,1159,1157,1354,1095,1326,1514,1721,1207,1405,2104,1376,2098,2038,1706,2691,2150,3190,2794,1984,2810,2111,2517,3684,4437,2937,4760,2773,3003,4928,5295,3882,3381,5872,3290,3680,4614,4415,6401,4721,5988,4798,5180,4565,7177,5131,7834,7033,6006,7810,8764,8009,7301,7323,5996,7258,11606,9969,8916,7693
"221",221,22,26,37,44,59,91,94,123,172,200,205,228,351,296,398,281,405,413,494,596,839,886,935,1131,1234,1236,1196,1020,942,1603,1153,1381,1303,1839,1914,1766,2203,2174,2068,1943,1826,3208,3672,3113,2116,3341,2530,4209,3776,2736,3608,3889,3432,3405,3807,3771,3879,3511,6066,6282,6647,6802,5826,6403,5683,7827,5480,8571,9272,7593,6615,5296,7665,9802,6106,10331,8746,10203,8251,7634,8203,9832
"222",222,22,26,35,36,46,58,112,87,113,164,216,198,261,304,462,397,424,467,720,533,523,958,976,1015,913,839,996,1537,1145,930,1460,1405,1483,1372,1592,1886,2441,2295,1571,1860,3109,1845,2262,2823,3998,2276,4084,3334,3239,2678,4479,3964,3424,3606,4088,5365,5008,6082,3652,3847,6169,6700,4017,7956,5879,8414,7804,7939,6625,5042,8957,5475,8856,10972,5938,7354,7235,8660,10175,12733,9560,11166
"223",223,22,26,30,40,46,63,114,110,148,200,249,195,269,373,313,295,440,623,451,739,674,836,999,636,777,1216,897,1076,1029,1213,1845,1904,1424,2007,1310,1411,2584,1951,2073,3207,2179,3076,3607,2906,3206,3929,3775,2878,2972,4341,4074,2882,5492,4081,4719,3825,4478,5119,5531,5861,5797,4870,6555,4896,4912,6089,4588,6762,8511,7945,5539,8062,8391,7627,6102,9497,8218,8276,8293,11317,8202,10707
"224",224,22,24,31,40,61,78,96,88,175,143,149,259,288,277,378,422,513,472,720,425,694,680,592,623,1063,1048,818,1485,1516,1085,1038,1494,2015,2055,1679,1711,2155,2481,1707,1877,2459,3189,2625,3652,3328,3805,4076,2503,3599,3714,4276,2894,5579,3693,4683,3359,3958,6558,5186,3817,5565,6401,7744,4323,8417,5860,5604,5482,5198,6318,7820,7007,9181,7095,8624,8956,7541,11182,6666,6561,11524,8747
"225",225,22,28,38,45,63,81,73,128,105,190,248,199,289,331,408,371,332,390,535,644,461,550,995,760,651,732,906,1396,1278,1785,1933,1289,1366,1878,2351,1621,1589,2267,2024,1661,1924,2931,3693,2211,3781,2647,3855,3222,3963,3615,4663,3044,4363,5821,5676,3885,5704,4372,3855,5011,6724,6230,6149,5587,6219,6040,8029,8521,6290,9476,6630,6042,6292,8048,7833,10952,10853,8673,12371,7223,11473,11527
"226",226,21,25,35,37,67,66,81,90,145,146,262,238,317,221,279,390,507,539,603,470,696,805,794,1025,1140,1323,859,1448,1280,1793,1302,1537,2026,1534,1750,1578,2171,2635,2201,2820,2848,2870,1959,3715,3292,3933,3170,3050,3777,4145,3338,3340,5521,3697,5906,5452,4584,5542,6173,5663,6022,5255,5184,5893,5762,7288,6220,7394,5222,5170,5404,7759,5873,10242,8611,8455,9131,7708,7058,11427,7999,7387
"227",227,22,26,33,40,59,73,71,91,117,165,156,223,284,315,436,285,519,648,461,703,577,690,965,1117,1071,708,1208,1245,1104,1656,1501,2064,1191,1924,1537,1332,1545,2834,2506,2009,2145,2344,3412,3834,3764,3566,4226,3046,4333,3176,4811,4439,4435,3786,5351,6185,5019,4115,6134,3934,6460,5660,7313,4703,5914,6447,5485,5598,8951,8771,7542,9630,8140,8251,10172,10223,10748,11189,9167,12458,11650,9025
"228",228,21,26,35,44,61,62,87,127,161,182,192,300,242,237,284,348,577,520,633,455,685,538,991,874,933,1125,1226,990,1393,929,1127,1177,2141,1993,2355,2510,1985,2490,2510,3156,3319,2356,2963,2670,4037,2616,4002,4265,2758,3039,4143,5147,3849,4445,4872,4725,4140,3454,5821,7198,4472,6477,6632,4654,7001,8010,8175,8631,6677,5734,9760,6793,10055,6992,11021,8941,6628,10676,8058,7147,10638,9255
"229",229,21,28,38,40,45,86,111,97,175,125,182,259,350,226,288,402,487,649,463,442,589,799,945,823,1231,785,1058,856,1128,1573,1520,1164,1591,1534,1938,2063,1744,2476,1635,1684,2509,3435,3552,2911,3845,4197,2923,2580,2482,4960,3831,4542,3151,4222,3311,4994,5946,4692,4137,3648,4541,7317,7338,5774,4575,4607,5336,4848,7325,6646,7990,6391,9794,5899,5748,6806,7605,8996,6934,8683,8943,11612
"230",230,22,28,31,36,69,67,83,122,101,158,220,202,315,299,354,293,578,489,646,702,488,534,740,624,1151,896,1310,1140,1195,1298,1845,1842,1692,1994,1890,1823,2740,2370,2175,1632,2649,2323,2727,2232,3023,3802,2984,4105,3172,4874,3422,4202,4837,5229,4635,5506,5130,4794,3909,4248,6804,4631,6319,6966,5754,8040,4672,6715,6348,8283,5857,10109,7163,5962,8835,9217,6190,6732,7391,12453,9874,12362
"231",231,21,27,34,39,46,81,117,115,167,123,216,187,343,242,419,277,529,493,489,581,752,669,846,934,672,704,1368,1360,1285,925,1545,1814,1333,1706,1772,1790,2510,2666,2585,2998,2078,1785,3289,3430,3336,2453,3664,4463,3444,4224,3338,4058,3744,4210,5470,6269,4338,4529,3979,5858,7110,4873,6177,4749,6641,6721,6935,6822,8845,5905,7903,6242,9705,8046,9407,7399,8160,7608,11448,6548,10912,9225
"232",232,21,27,34,50,54,57,93,130,149,216,220,207,201,260,432,502,334,492,696,729,531,868,825,837,884,935,865,1286,1204,1804,1937,1266,1747,1875,1785,2406,1780,1505,2547,2055,2029,2454,1893,3777,2823,3942,2416,4282,4323,3312,4880,4379,5520,5476,3410,5385,6478,4650,5746,3930,7450,5530,6569,7913,4412,5889,7250,7265,9329,6476,6989,6702,8864,10246,8349,10925,8401,9500,10640,11175,10986,13355
"233",233,21,27,33,45,60,70,101,113,130,171,196,212,248,342,420,504,502,623,429,764,696,832,967,711,1014,960,784,1390,1365,1566,1486,1288,1218,1927,2422,1629,2373,1993,1719,1830,2718,3455,2713,3152,3402,2511,3320,4163,4328,3182,4356,4465,4826,4540,5858,4499,4897,6695,6776,5720,5856,7531,7664,8039,7954,7997,8678,8146,6308,5853,9668,7566,6902,10201,8502,7758,6751,10150,10632,7775,6867,10483
"234",234,21,28,33,45,65,74,89,129,181,196,231,180,299,374,457,381,515,473,473,480,835,663,628,1039,784,776,1137,1302,896,1687,1640,1560,1434,1495,1344,1483,1911,2599,2550,3111,1785,2934,2451,3460,2402,2264,2277,3349,4137,4852,3757,4360,3889,3330,3647,5869,4127,6536,5824,5907,4500,5135,5048,6057,4848,4747,4901,8196,5913,6565,8087,8062,6165,6106,8818,6964,6488,9717,11754,7597,13058,7105
"235",235,21,26,30,51,55,87,91,140,116,209,200,173,235,349,311,446,427,428,468,428,870,723,940,1101,1020,1179,955,1509,1258,1156,1534,1367,1186,1840,2271,1497,2584,1600,2698,1687,2271,3015,3255,3297,4021,3864,3621,4067,4580,4660,3594,4157,4809,4069,5413,4448,5338,3644,3984,7127,7285,4219,6790,5934,6418,4390,5677,5460,8903,7261,9148,9549,8587,8159,7555,8418,9505,8028,9995,7332,9346,6927
"236",236,22,25,29,47,66,86,98,109,145,172,229,208,346,236,300,410,585,360,384,746,751,782,817,1066,971,801,1279,1181,951,1429,992,1929,1145,1782,1837,1613,2343,2616,2562,2325,3267,2554,3053,2873,3720,2462,2652,2438,4542,4339,3581,4834,5490,3809,3373,5808,3423,3808,5260,6426,3833,5919,4310,7507,4603,8254,5183,5567,6766,8133,6674,8312,5541,8249,6983,11024,6807,7194,8620,7342,8125,9843
"237",237,22,24,38,41,58,67,97,93,138,172,227,287,255,345,434,374,589,554,656,751,768,656,862,904,792,1275,1134,942,1065,1608,1782,1996,1215,2002,1755,2504,2508,2626,2305,2458,1772,2524,2381,2353,2232,2162,3055,3154,4340,3715,2780,3315,5623,5264,3401,5029,5505,4540,3955,4638,7446,6492,6445,5522,7328,6305,6771,7810,7231,9217,5213,7356,7365,8950,10427,9656,11160,7561,7484,7259,13037,12179
"238",238,22,28,30,44,60,59,93,117,166,165,242,164,244,364,359,483,316,496,723,453,826,641,656,945,757,821,974,1232,1461,1417,1718,1227,1591,1769,2012,1816,1690,1843,1877,2987,2399,2052,2612,3207,3681,2829,3404,2968,3795,3769,4630,5276,4930,4958,4525,4983,4262,6603,5519,4600,6198,6136,5499,4987,8352,4523,8752,5206,9119,7578,7447,8696,8484,8856,10671,6528,8979,7712,7157,9408,9988,11215
"239",239,22,26,36,42,46,79,87,132,112,215,167,250,237,330,287,504,510,391,564,721,468,879,1044,846,1079,981,950,1411,931,958,1604,1601,1188,1593,2083,2416,2332,1714,2747,3043,1740,2819,2063,2460,3390,4173,3455,4566,3504,2956,4459,3385,4822,4343,4869,5213,6393,4939,5966,3829,4317,5467,5208,6855,5265,4759,5900,6887,9518,8748,8588,8861,9462,5563,6162,10284,7912,11758,10311,9709,8647,12713
"240",240,22,26,35,39,51,92,113,144,141,204,258,202,296,394,456,519,460,640,447,558,770,974,609,966,843,792,880,892,1503,1244,1831,1651,1619,1313,2076,2117,2359,2869,2150,1775,2117,2488,3074,3477,3457,4107,2385,3796,4019,3220,3891,3749,2975,3945,4960,3202,4758,4310,5530,5497,4148,6251,6352,7689,5739,7897,5150,6792,7715,6564,8026,5584,8325,6892,7576,7912,8838,9137,6893,10431,11687,7467
"241",241,22,28,32,48,70,81,99,120,170,210,255,211,267,257,400,417,335,364,563,667,598,675,795,666,1233,1204,1285,1275,1478,1523,1457,1548,1887,2258,2218,1859,2059,2020,1749,3170,2318,2453,2489,3265,3542,2499,3614,4506,2692,3185,4808,5114,3596,3584,4915,4233,6105,4942,3590,4881,6311,4830,6636,6770,6148,7349,6149,6643,7669,5955,7657,8680,5496,10176,6087,7606,11751,7894,12384,9705,8892,12016
"242",242,22,24,31,41,67,59,99,141,105,185,245,286,354,285,455,434,525,649,490,562,593,834,953,1100,940,1191,1285,858,932,1554,1819,1999,1570,1711,1404,2180,1830,2609,3059,1988,3166,3370,2367,2985,3306,2506,3160,3789,4203,2899,5035,2974,4388,5398,5648,5581,3569,6209,3907,7035,5761,6574,4208,4398,7314,8469,8455,6237,6476,6394,7516,8962,9364,6250,6873,9737,7140,6699,11442,8336,12260,12391
"243",243,21,26,29,44,51,77,111,114,133,214,255,241,325,377,379,510,365,350,576,637,501,529,667,993,941,1000,864,1028,1424,1743,1759,1643,1280,2019,2142,1595,1668,2574,2067,1701,2051,2227,2359,3644,2358,2259,3909,3601,3096,4784,3616,5299,3306,4829,4017,5178,3350,6449,4657,7066,4001,6472,5697,5465,6687,5400,8454,8064,6926,5488,8107,6775,6208,10065,9360,7412,11016,6791,6633,9351,11852,8820
"244",244,22,27,29,36,67,67,106,146,104,206,169,210,228,290,359,485,542,447,719,786,845,918,649,874,1200,1242,1088,1009,1059,1187,1100,1314,1924,1940,1392,1455,2250,1493,1735,2249,2716,2460,2444,3569,2432,3518,3480,4257,3309,4020,4423,3861,5504,5279,4640,3244,3589,4887,4729,6598,5115,4603,7674,4763,5808,8242,6365,7703,7850,5239,5275,6644,7175,6787,10310,5821,10514,11244,8343,12010,8683,6749
"245",245,21,27,29,52,58,85,110,118,114,151,205,223,299,258,395,309,409,595,443,716,757,809,660,616,854,1163,933,1468,1243,1405,1320,1156,1109,1928,2322,2039,1812,1567,1689,2109,3067,3366,2107,3573,2876,2830,2607,4598,2819,3070,3251,4362,4025,5794,3477,4728,6111,4968,6965,6697,3956,4998,5567,5374,5235,7756,8910,6600,7014,5104,7159,5377,5496,6060,5972,5894,7043,11429,7698,8155,7427,9272
"246",246,22,26,29,49,55,80,95,147,175,133,229,188,288,231,423,359,431,391,438,542,861,941,890,1026,1244,1139,934,1478,1044,981,1383,1199,1846,1582,1875,1741,1938,1734,2274,2175,3062,3005,2819,3733,2233,3086,2430,2574,2637,4523,4708,4895,3926,3717,5035,4872,6386,5113,6525,6577,4139,7169,7647,7710,7527,5152,8630,9214,9399,5585,8904,8840,8783,9285,10499,9520,8154,11033,9964,11880,9299,9519
"247",247,21,26,36,50,49,92,107,102,119,131,198,211,255,262,420,512,431,440,511,528,791,653,795,802,666,1019,1237,1253,912,1770,1510,1877,1478,1602,1672,1724,2377,2690,2647,2358,3026,2695,3096,2636,3371,2577,3393,2463,3852,3629,4441,2823,4805,2961,3484,4994,4871,4560,4450,6088,4001,4702,5854,6659,8360,8674,5181,6483,8530,5952,8409,8423,6339,10352,10227,9236,10185,6423,10788,11034,8179,9076
"248",248,22,25,38,36,51,76,84,86,106,182,180,227,190,403,405,281,575,582,464,803,762,760,881,1081,894,701,941,1195,1411,1325,1325,1126,1175,2161,2296,1514,1499,2224,2725,2841,2161,2817,2357,3195,3132,2775,4308,4175,4501,4985,4898,2996,5095,4338,3540,4347,5414,4750,4059,5589,6649,6146,7034,7268,5202,5505,7728,5960,8894,9805,7603,5969,6805,8085,10740,9491,9176,6506,9891,8072,13137,12363
"249",249,21,24,30,49,61,61,74,113,133,150,152,199,254,364,289,522,565,349,443,800,658,768,856,746,690,1047,1115,1366,1491,1349,1533,1556,1463,1493,1866,2262,2404,1723,2586,2860,3247,2750,2697,2031,3877,3155,3257,2680,3867,4316,3871,3273,5593,3312,3644,5169,3682,6729,6516,4982,6850,5086,4131,7314,8326,7267,6288,6507,5016,4933,5444,9855,9136,6340,9317,11357,6437,7435,6654,6903,12952,7186
"250",250,22,24,32,45,51,67,70,140,128,183,213,211,344,356,446,301,315,426,439,794,760,515,562,691,916,1178,1084,1076,1492,1678,1405,1921,1376,1737,1807,1459,2274,2706,2110,2110,3183,3062,3702,2898,2693,3126,2859,3674,2486,3029,3832,4716,4485,3020,3440,4021,5577,3396,6883,4423,6816,4631,6629,7959,7184,6081,6503,8040,6715,5338,5684,9891,9135,10857,9409,10626,9445,9006,8200,7892,7425,12925
"251",251,21,24,35,50,68,79,82,147,142,219,157,289,232,369,349,373,592,370,523,594,712,611,918,765,673,1203,809,956,1627,1536,1173,1321,2135,1975,1883,1771,2064,2291,2119,2268,2865,3008,2492,3257,2548,4164,3787,4297,3478,4702,3744,4063,3349,4280,3806,4677,4765,4208,5271,6979,4628,7688,5444,4726,4439,4645,7821,7806,7887,8146,8821,7470,8490,8412,7426,9293,6274,11638,6271,11478,10644,11089
"252",252,22,24,34,49,62,87,107,125,151,135,248,174,302,376,443,496,519,584,625,763,894,848,552,849,688,713,759,805,1551,1271,1737,1427,1733,1307,1316,2482,2146,2628,1968,2846,2192,3322,3367,3667,3576,2531,4060,4093,4783,2660,4202,4125,2978,3055,3319,4704,6477,6079,6593,6490,6317,4678,5810,7338,7930,7601,8176,7106,8164,5635,7548,6039,6978,5675,10777,8824,7238,11532,6550,6808,10399,7315
"253",253,21,26,38,37,52,65,97,139,148,179,159,237,312,333,420,368,426,361,530,524,699,522,558,1080,1146,777,756,805,862,1491,1845,2055,2109,1883,1278,1641,2181,2818,3012,3094,3265,2633,2085,2595,3792,3890,2815,3368,2912,3494,2810,4425,5344,3784,3782,4670,3900,4028,5853,4975,4433,4631,4540,7499,6138,8217,4960,6554,4992,6778,7218,9186,6136,7386,8003,7090,8331,10243,8576,7643,10563,8834
"254",254,21,26,33,51,48,68,103,88,164,157,240,302,200,370,253,288,469,621,650,503,620,938,959,953,748,968,1096,938,866,1133,1324,1903,1356,1966,1510,2088,2070,2861,2990,2833,3047,1964,1949,2432,2686,3447,2627,2494,4254,2976,3873,3746,3080,4542,6018,5552,4823,3820,3849,5831,6058,6941,4701,7260,8312,4849,6162,6780,5088,5144,9035,6893,8238,7012,6345,9165,6993,11438,8444,11825,9683,7884
"255",255,21,27,31,42,46,76,99,114,173,144,236,277,332,384,456,401,403,462,711,539,864,982,915,703,854,1097,1010,1364,1638,1578,1039,1933,1862,1904,1560,2133,2288,1818,2826,3150,3070,2534,2222,2178,2178,4179,2973,4505,4778,2756,3492,2863,3116,5561,3101,4482,5999,5161,4587,6084,3931,6539,7649,7739,7406,5556,4546,7090,6247,8436,6936,8172,8442,5546,10066,10457,6691,6375,7812,12539,11651,7911
